r,xf_0,xf_3,xf_6,xf_9,xf_12,xf_15
15.1,7.704385946204624e-5,7.363857615485733e-5,7.047358091549451e-5,6.752565250048117e-5,6.477466151261227e-5,6.220271480046003e-5
15.4,6.0687260047847714e-5,5.80082163628739e-5,5.55182141411397e-5,5.3198846829491866e-5,5.103423912351896e-5,4.901066153212524e-5
15.7,4.7523385535476054e-5,4.542850787036551e-5,4.348154020989353e-5,4.166650027847829e-5,3.997342571141093e-5,3.839026431996763e-5
16.0,3.69960865285745e-5,3.5367293347368513e-5,3.385281660411234e-5,3.244213324278078e-5,3.1137408439689714e-5,2.990826628852057e-5
16.3,2.8632263536620172e-5,2.7373144773232147e-5,2.6202663008514387e-5,2.5112002212291022e-5,2.4104279935586537e-5,2.315413349457452e-5
16.6,2.20291026539952e-5,2.1061233837788648e-5,2.0161718369135105e-5,1.9330409242957704e-5,1.8549818008135862e-5,1.7819597933566934e-5
16.9,1.6848892499413233e-5,1.610952032264551e-5,1.54218047857628e-5,1.4787359557429116e-5,1.419054188961973e-5,1.3632956327493383e-5
17.2,1.2810920401501802e-5,1.2249585790099243e-5,1.1730158300040646e-5,1.1245302542591474e-5,1.0792289963637026e-5,1.0368523235765223e-5
17.5,9.683249983988864e-6,9.259220670529883e-6,8.867663678422882e-6,8.501362962151834e-6,8.159231786775679e-6,7.839311845080877e-6
17.8,7.275963393797715e-6,6.958856915244471e-6,6.663871942021611e-6,6.3882396517211054e-6,6.132181222445824e-6,5.892040503551666e-6
18.1,5.434850634563159e-6,5.197906900777339e-6,4.978200706847088e-6,4.773052543787083e-6,4.581499279233782e-6,4.402276712269888e-6
18.4,4.035686065069722e-6,3.860259292047888e-6,3.696952097062407e-6,3.544766056080625e-6,3.4026776732097748e-6,3.269718469733096e-6
18.7,2.978997401265168e-6,2.8496307627283956e-6,2.7292667263224066e-6,2.617060890811987e-6,2.5122256377151893e-6,2.4141793782006634e-6
19.0,2.185941613539552e-6,2.0911240160087825e-6,2.0029015694044472e-6,1.920658467974149e-6,1.8438337463675319e-6,1.7719519543216882e-6
19.3,1.594468997339722e-6,1.5254258340058377e-6,1.4611640575511654e-6,1.4012323719608247e-6,1.3452523186517197e-6,1.2928580884919446e-6
19.6,1.1562062190610002e-6,1.111078480353702e-6,1.0596029792545572e-6,1.0161878500350319e-6,9.756336007202073e-7,9.376846995502213e-7
19.9,8.333768170579339e-7,7.973557103562637e-7,7.638706548729866e-7,7.32564688051927e-7,7.033625164706036e-7,6.76071350927273e-7
